"participant","vis","rdirection","sign","visandsign","rbase","approach","jnd","condition"
"hrqipx0y","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"below",0.645,"parallelCoordinatesnegative-0.8-below"
"hrqipx0y","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"above",0.111666667,"parallelCoordinatesnegative-0.5-above"
"hrqipx0y","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"above",0.02375,"parallelCoordinatesnegative-0.8-above"
"hrqipx0y","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"below",0.091666667,"parallelCoordinatesnegative-0.5-below"
"hscgs35o","line","negative",-1,"linenegative",0.8,"above",0.181666667,"linenegative-0.8-above"
"hscgs35o","line","negative",-1,"linenegative",0.8,"below",0.36,"linenegative-0.8-below"
"hscgs35o","line","negative",-1,"linenegative",0.5,"below",0.465,"linenegative-0.5-below"
"hscgs35o","line","negative",-1,"linenegative",0.5,"above",0.345,"linenegative-0.5-above"
"hsi3u01b","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.345,"stackedlinepositive-0.3-below"
"hsi3u01b","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.491666667,"stackedlinepositive-0.6-below"
"hsi3u01b","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.375416667,"stackedlinepositive-0.6-above"
"hsi3u01b","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.361666667,"stackedlinepositive-0.3-above"
"hs6gpcrk","stackedbar","negative",-1,"stackedbarnegative",0.5,"below",0.19,"stackedbarnegative-0.5-below"
"hs6gpcrk","stackedbar","negative",-1,"stackedbarnegative",0.8,"above",0.121666667,"stackedbarnegative-0.8-above"
"hs6gpcrk","stackedbar","negative",-1,"stackedbarnegative",0.8,"below",0.05,"stackedbarnegative-0.8-below"
"hs6gpcrk","stackedbar","negative",-1,"stackedbarnegative",0.5,"above",0.113333333,"stackedbarnegative-0.5-above"
"hs7v282n","stackedline","negative",-1,"stackedlinenegative",0.5,"below",0.166666667,"stackedlinenegative-0.5-below"
"hs7v282n","stackedline","negative",-1,"stackedlinenegative",0.5,"above",0.158333333,"stackedlinenegative-0.5-above"
"hs7v282n","stackedline","negative",-1,"stackedlinenegative",0.8,"above",0.186666667,"stackedlinenegative-0.8-above"
"hs7v282n","stackedline","negative",-1,"stackedlinenegative",0.8,"below",0.215,"stackedlinenegative-0.8-below"
"hs59g3pn","stackedbar","positive",1,"stackedbarpositive",0.8,"below",0.305,"stackedbarpositive-0.8-below"
"hs59g3pn","stackedbar","positive",1,"stackedbarpositive",0.5,"above",0.338333333,"stackedbarpositive-0.5-above"
"hs59g3pn","stackedbar","positive",1,"stackedbarpositive",0.8,"above",0.1825,"stackedbarpositive-0.8-above"
"hs59g3pn","stackedbar","positive",1,"stackedbarpositive",0.5,"below",0.535,"stackedbarpositive-0.5-below"
"hs6c8ok4","stackedbar","negative",-1,"stackedbarnegative",0.7,"above",0.071666667,"stackedbarnegative-0.7-above"
"hs6c8ok4","stackedbar","negative",-1,"stackedbarnegative",0.7,"below",0.06,"stackedbarnegative-0.7-below"
"hs6c8ok4","stackedbar","negative",-1,"stackedbarnegative",0.4,"below",0.155,"stackedbarnegative-0.4-below"
"hs6c8ok4","stackedbar","negative",-1,"stackedbarnegative",0.4,"above",0.176666667,"stackedbarnegative-0.4-above"
"hrjfs2jy","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.037916667,"scatterplotpositive-0.8-below"
"hrjfs2jy","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.083333333,"scatterplotpositive-0.4-below"
"hrjfs2jy","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.081666667,"scatterplotpositive-0.4-above"
"hrjfs2jy","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.038333333,"scatterplotpositive-0.8-above"
"hsytbzz9","ordered_line","negative",-1,"ordered_linenegative",0.4,"below",0.085,"ordered_linenegative-0.4-below"
"hsytbzz9","ordered_line","negative",-1,"ordered_linenegative",0.7,"below",0.47,"ordered_linenegative-0.7-below"
"hsytbzz9","ordered_line","negative",-1,"ordered_linenegative",0.4,"above",0.145,"ordered_linenegative-0.4-above"
"hsytbzz9","ordered_line","negative",-1,"ordered_linenegative",0.7,"above",0.063333333,"ordered_linenegative-0.7-above"
"hsl1y7yb","donut","positive",1,"donutpositive",0.5,"below",0.478333333,"donutpositive-0.5-below"
"hsl1y7yb","donut","positive",1,"donutpositive",0.8,"above",0.178333333,"donutpositive-0.8-above"
"hsl1y7yb","donut","positive",1,"donutpositive",0.5,"above",0.488333333,"donutpositive-0.5-above"
"hsl1y7yb","donut","positive",1,"donutpositive",0.8,"below",0.213333333,"donutpositive-0.8-below"
"hsjb33r7","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.486666667,"stackedareapositive-0.7-below"
"hsjb33r7","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.223333333,"stackedareapositive-0.4-above"
"hsjb33r7","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.631666667,"stackedareapositive-0.4-below"
"hsjb33r7","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.22,"stackedareapositive-0.7-above"
"hs1wtz4v","line","positive",1,"linepositive",0.7,"below",0.64,"linepositive-0.7-below"
"hs1wtz4v","line","positive",1,"linepositive",0.4,"above",0.416666667,"linepositive-0.4-above"
"hs1wtz4v","line","positive",1,"linepositive",0.7,"above",0.131666667,"linepositive-0.7-above"
"hs1wtz4v","line","positive",1,"linepositive",0.4,"below",0.453333333,"linepositive-0.4-below"
"hs1tsvh8","line","positive",1,"linepositive",0.5,"above",0.225,"linepositive-0.5-above"
"hs1tsvh8","line","positive",1,"linepositive",0.5,"below",0.438333333,"linepositive-0.5-below"
"hs1tsvh8","line","positive",1,"linepositive",0.8,"above",0.121666667,"linepositive-0.8-above"
"hs1tsvh8","line","positive",1,"linepositive",0.8,"below",0.433333333,"linepositive-0.8-below"
"hsyov9cq","ordered_line","negative",-1,"ordered_linenegative",0.6,"above",0.086666667,"ordered_linenegative-0.6-above"
"hsyov9cq","ordered_line","negative",-1,"ordered_linenegative",0.3,"above",0.478333333,"ordered_linenegative-0.3-above"
"hsyov9cq","ordered_line","negative",-1,"ordered_linenegative",0.3,"below",0.18,"ordered_linenegative-0.3-below"
"hsyov9cq","ordered_line","negative",-1,"ordered_linenegative",0.6,"below",0.115,"ordered_linenegative-0.6-below"
"hskmzj3e","donut","negative",-1,"donutnegative",0.3,"above",0.201666667,"donutnegative-0.3-above"
"hskmzj3e","donut","negative",-1,"donutnegative",0.6,"above",0.12,"donutnegative-0.6-above"
"hskmzj3e","donut","negative",-1,"donutnegative",0.3,"below",0.1,"donutnegative-0.3-below"
"hskmzj3e","donut","negative",-1,"donutnegative",0.6,"below",0.07,"donutnegative-0.6-below"
"hsxygwgo","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.19,"ordered_linepositive-0.5-below"
"hsxygwgo","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.027916667,"ordered_linepositive-0.8-above"
"hsxygwgo","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.248333333,"ordered_linepositive-0.5-above"
"hsxygwgo","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.058333333,"ordered_linepositive-0.8-below"
"hskxinam","donut","positive",1,"donutpositive",0.4,"below",0.188333333,"donutpositive-0.4-below"
"hskxinam","donut","positive",1,"donutpositive",0.4,"above",0.393333333,"donutpositive-0.4-above"
"hskxinam","donut","positive",1,"donutpositive",0.7,"above",0.28375,"donutpositive-0.7-above"
"hskxinam","donut","positive",1,"donutpositive",0.7,"below",0.058333333,"donutpositive-0.7-below"
"hsxyqqfp","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.231666667,"ordered_linepositive-0.8-below"
"hsxyqqfp","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.11,"ordered_linepositive-0.5-above"
"hsxyqqfp","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.221666667,"ordered_linepositive-0.5-below"
"hsxyqqfp","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.051666667,"ordered_linepositive-0.8-above"
"hs7ivb2o","stackedline","negative",-1,"stackedlinenegative",0.6,"below",0.049166667,"stackedlinenegative-0.6-below"
"hs7ivb2o","stackedline","negative",-1,"stackedlinenegative",0.3,"below",0.206666667,"stackedlinenegative-0.3-below"
"hs7ivb2o","stackedline","negative",-1,"stackedlinenegative",0.6,"above",0.365,"stackedlinenegative-0.6-above"
"hs7ivb2o","stackedline","negative",-1,"stackedlinenegative",0.3,"above",0.14,"stackedlinenegative-0.3-above"
"hrsjzs02","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.4,"above",0.101666667,"parallelCoordinatesnegative-0.4-above"
"hrsjzs02","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.7,"below",0.09,"parallelCoordinatesnegative-0.7-below"
"hrsjzs02","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.7,"above",0.033333333,"parallelCoordinatesnegative-0.7-above"
"hrsjzs02","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.4,"below",0.135,"parallelCoordinatesnegative-0.4-below"
"hsxt8f2g","ordered_line","positive",1,"ordered_linepositive",0.6,"below",0.101666667,"ordered_linepositive-0.6-below"
"hsxt8f2g","ordered_line","positive",1,"ordered_linepositive",0.6,"above",0.205,"ordered_linepositive-0.6-above"
"hsxt8f2g","ordered_line","positive",1,"ordered_linepositive",0.3,"below",0.213333333,"ordered_linepositive-0.3-below"
"hsxt8f2g","ordered_line","positive",1,"ordered_linepositive",0.3,"above",0.22,"ordered_linepositive-0.3-above"
"hs6go4gk","stackedbar","negative",-1,"stackedbarnegative",0.5,"below",0.201666667,"stackedbarnegative-0.5-below"
"hs6go4gk","stackedbar","negative",-1,"stackedbarnegative",0.8,"below",0.076666667,"stackedbarnegative-0.8-below"
"hs6go4gk","stackedbar","negative",-1,"stackedbarnegative",0.8,"above",0.1,"stackedbarnegative-0.8-above"
"hs6go4gk","stackedbar","negative",-1,"stackedbarnegative",0.5,"above",0.206666667,"stackedbarnegative-0.5-above"
"hscf2qzg","line","negative",-1,"linenegative",0.8,"below",0.246666667,"linenegative-0.8-below"
"hscf2qzg","line","negative",-1,"linenegative",0.5,"above",0.487083333,"linenegative-0.5-above"
"hscf2qzg","line","negative",-1,"linenegative",0.8,"above",0.181666667,"linenegative-0.8-above"
"hscf2qzg","line","negative",-1,"linenegative",0.5,"below",0.48,"linenegative-0.5-below"
"hskfiavk","radar","negative",-1,"radarnegative",0.4,"below",0.461666667,"radarnegative-0.4-below"
"hskfiavk","radar","negative",-1,"radarnegative",0.4,"above",0.46,"radarnegative-0.4-above"
"hskfiavk","radar","negative",-1,"radarnegative",0.7,"below",0.535,"radarnegative-0.7-below"
"hskfiavk","radar","negative",-1,"radarnegative",0.7,"above",0.272083333,"radarnegative-0.7-above"
"hrpgmt4c","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"below",0.283333333,"parallelCoordinatespositive-0.5-below"
"hrpgmt4c","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"above",0.11,"parallelCoordinatespositive-0.8-above"
"hrpgmt4c","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"below",0.248333333,"parallelCoordinatespositive-0.8-below"
"hrpgmt4c","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"above",0.07,"parallelCoordinatespositive-0.5-above"
"hrqf5vvz","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.3,"above",0.078333333,"parallelCoordinatesnegative-0.3-above"
"hrqf5vvz","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.6,"below",0.113333333,"parallelCoordinatesnegative-0.6-below"
"hrqf5vvz","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.3,"below",0.16,"parallelCoordinatesnegative-0.3-below"
"hrqf5vvz","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.6,"above",0.055,"parallelCoordinatesnegative-0.6-above"
"hrseb6wo","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"above",0.135,"parallelCoordinatespositive-0.7-above"
"hrseb6wo","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"below",0.379583333,"parallelCoordinatespositive-0.4-below"
"hrseb6wo","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"above",0.191666667,"parallelCoordinatespositive-0.4-above"
"hrseb6wo","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"below",0.266666667,"parallelCoordinatespositive-0.7-below"
"hsxyhl0y","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.171666667,"ordered_linepositive-0.5-above"
"hsxyhl0y","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.030833333,"ordered_linepositive-0.8-above"
"hsxyhl0y","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.07,"ordered_linepositive-0.5-below"
"hsxyhl0y","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.046666667,"ordered_linepositive-0.8-below"
"hsjjvayu","radar","positive",1,"radarpositive",0.8,"below",0.245,"radarpositive-0.8-below"
"hsjjvayu","radar","positive",1,"radarpositive",0.5,"below",0.406666667,"radarpositive-0.5-below"
"hsjjvayu","radar","positive",1,"radarpositive",0.5,"above",0.409166667,"radarpositive-0.5-above"
"hsjjvayu","radar","positive",1,"radarpositive",0.8,"above",0.068333333,"radarpositive-0.8-above"
"hs4wedif","stackedbar","positive",1,"stackedbarpositive",0.6,"below",0.553333333,"stackedbarpositive-0.6-below"
"hs4wedif","stackedbar","positive",1,"stackedbarpositive",0.6,"above",0.372916667,"stackedbarpositive-0.6-above"
"hs4wedif","stackedbar","positive",1,"stackedbarpositive",0.3,"below",0.383333333,"stackedbarpositive-0.3-below"
"hs4wedif","stackedbar","positive",1,"stackedbarpositive",0.3,"above",0.296666667,"stackedbarpositive-0.3-above"
"hskqoj9w","donut","negative",-1,"donutnegative",0.4,"above",0.113333333,"donutnegative-0.4-above"
"hskqoj9w","donut","negative",-1,"donutnegative",0.4,"below",0.491666667,"donutnegative-0.4-below"
"hskqoj9w","donut","negative",-1,"donutnegative",0.7,"below",0.146666667,"donutnegative-0.7-below"
"hskqoj9w","donut","negative",-1,"donutnegative",0.7,"above",0.058333333,"donutnegative-0.7-above"
"hsl19gpv","donut","positive",1,"donutpositive",0.5,"below",0.338333333,"donutpositive-0.5-below"
"hsl19gpv","donut","positive",1,"donutpositive",0.5,"above",0.46625,"donutpositive-0.5-above"
"hsl19gpv","donut","positive",1,"donutpositive",0.8,"above",0.189166667,"donutpositive-0.8-above"
"hsl19gpv","donut","positive",1,"donutpositive",0.8,"below",0.331666667,"donutpositive-0.8-below"
"hsb4bva4","scatterplot","positive",1,"scatterplotpositive",0.7,"below",0.038333333,"scatterplotpositive-0.7-below"
"hsb4bva4","scatterplot","positive",1,"scatterplotpositive",0.5,"below",0.08,"scatterplotpositive-0.5-below"
"hsb4bva4","scatterplot","positive",1,"scatterplotpositive",0.7,"above",0.071666667,"scatterplotpositive-0.7-above"
"hsb4bva4","scatterplot","positive",1,"scatterplotpositive",0.5,"above",0.068333333,"scatterplotpositive-0.5-above"
"hsj2lcqd","stackedline","positive",1,"stackedlinepositive",0.8,"below",0.345,"stackedlinepositive-0.8-below"
"hsj2lcqd","stackedline","positive",1,"stackedlinepositive",0.8,"above",0.15,"stackedlinepositive-0.8-above"
"hsj2lcqd","stackedline","positive",1,"stackedlinepositive",0.5,"below",0.365,"stackedlinepositive-0.5-below"
"hsj2lcqd","stackedline","positive",1,"stackedlinepositive",0.5,"above",0.135,"stackedlinepositive-0.5-above"
"hs7ofeyy","stackedline","negative",-1,"stackedlinenegative",0.6,"below",0.368333333,"stackedlinenegative-0.6-below"
"hs7ofeyy","stackedline","negative",-1,"stackedlinenegative",0.6,"above",0.128333333,"stackedlinenegative-0.6-above"
"hs7ofeyy","stackedline","negative",-1,"stackedlinenegative",0.3,"above",0.218333333,"stackedlinenegative-0.3-above"
"hs7ofeyy","stackedline","negative",-1,"stackedlinenegative",0.3,"below",0.255,"stackedlinenegative-0.3-below"
"hs7pt41e","stackedline","negative",-1,"stackedlinenegative",0.7,"above",0.073333333,"stackedlinenegative-0.7-above"
"hs7pt41e","stackedline","negative",-1,"stackedlinenegative",0.4,"below",0.435,"stackedlinenegative-0.4-below"
"hs7pt41e","stackedline","negative",-1,"stackedlinenegative",0.4,"above",0.530416667,"stackedlinenegative-0.4-above"
"hs7pt41e","stackedline","negative",-1,"stackedlinenegative",0.7,"below",0.641666667,"stackedlinenegative-0.7-below"
"hrjcgnxg","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.103333333,"scatterplotpositive-0.4-below"
"hrjcgnxg","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.043333333,"scatterplotpositive-0.8-below"
"hrjcgnxg","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.048333333,"scatterplotpositive-0.8-above"
"hrjcgnxg","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.135,"scatterplotpositive-0.4-above"
"hs58t6n1","stackedbar","positive",1,"stackedbarpositive",0.5,"above",0.485833333,"stackedbarpositive-0.5-above"
"hs58t6n1","stackedbar","positive",1,"stackedbarpositive",0.8,"below",0.355,"stackedbarpositive-0.8-below"
"hs58t6n1","stackedbar","positive",1,"stackedbarpositive",0.8,"above",0.188333333,"stackedbarpositive-0.8-above"
"hs58t6n1","stackedbar","positive",1,"stackedbarpositive",0.5,"below",0.33,"stackedbarpositive-0.5-below"
"hsj1ulan","stackedline","positive",1,"stackedlinepositive",0.8,"below",0.366666667,"stackedlinepositive-0.8-below"
"hsj1ulan","stackedline","positive",1,"stackedlinepositive",0.5,"below",0.7,"stackedlinepositive-0.5-below"
"hsj1ulan","stackedline","positive",1,"stackedlinepositive",0.5,"above",0.488333333,"stackedlinepositive-0.5-above"
"hsj1ulan","stackedline","positive",1,"stackedlinepositive",0.8,"above",0.113333333,"stackedlinepositive-0.8-above"
"hsxv4yeq","ordered_line","positive",1,"ordered_linepositive",0.7,"above",0.121666667,"ordered_linepositive-0.7-above"
"hsxv4yeq","ordered_line","positive",1,"ordered_linepositive",0.4,"below",0.356666667,"ordered_linepositive-0.4-below"
"hsxv4yeq","ordered_line","positive",1,"ordered_linepositive",0.7,"below",0.34,"ordered_linepositive-0.7-below"
"hsxv4yeq","ordered_line","positive",1,"ordered_linepositive",0.4,"above",0.135,"ordered_linepositive-0.4-above"
"hsjal4yu","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.356666667,"stackedareapositive-0.4-above"
"hsjal4yu","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.481666667,"stackedareapositive-0.4-below"
"hsjal4yu","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.486666667,"stackedareapositive-0.7-below"
"hsjal4yu","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.173333333,"stackedareapositive-0.7-above"
"hs7povm5","stackedline","negative",-1,"stackedlinenegative",0.7,"above",0.135,"stackedlinenegative-0.7-above"
